cancer.type	eQTL.type	tagSNP	LD	SNP.ID	SNP.position.hg19	Gene.symbol	Gene.position.hg19	Beta	t-stat	P-value	GWAS-Traits	
BRCA	cis	1	rs1000083	chr5:96533469	ERAP2	chr5:96211644-96255398:+	-0.28	-4.05	5.6E-5	Cisplatin-induced ototoxicity	
BRCA	cis	1	rs78609324	chr10:96603745	C10orf129	chr10:96953957-96988685:+	0.34	5.52	4.15E-8	Blood metabolite levels	
BRCA	cis	1	rs7861658	chr9:100679954	C9orf156	chr9:100666772-100684852:-	-0.17	-4.83	1.59E-6	Quantitative traits	
BRCA	cis	1	rs7864322	chr9:100548934	NCBP1	chr9:100395705-100436027:+	-0.12	-3.62	0.000311	Thyroid cancer (Papillary, radiation-related);Thyroid cancer	
BRCA	cis	1	rs7864322	chr9:100548934	TSTD2	chr9:100362364-100395962:-	-0.1	-3.68	0.000245	Thyroid cancer (Papillary, radiation-related);Thyroid cancer	
BRCA	cis	1	rs78646493	chr2:86283195	LOC90784	chr2:86247339-86250991:-	-0.45	-5.46	6.05E-8	Response to methylphenidate treatment in attention-deficit/hyperactivity disorder (blood pressure)	
BRCA	cis	1	rs7869487	chr9:117580914	TNFSF15	chr9:117551613-117568408:-	-0.12	-3.38	0.000744	Crohn's disease	
BRCA	cis	1	rs78803505	chr7:65382572	CCT6P1	chr7:65216092-65228661:+	0.33	7.26	7.5E-13	Diabetic kidney disease	
BRCA	cis	1	rs78803505	chr7:65382572	LOC493754	chr7:65993446-66057363:-	0.21	3.56	0.000384	Diabetic kidney disease	
BRCA	cis	1	rs78803505	chr7:65382572	ZNF117	chr7:64434830-64467121:-	-0.27	-4.94	9.17E-7	Diabetic kidney disease	
BRCA	cis	1	rs78896566	chr7:1080182	ZFAND2A	chr7:1192544-1199855:-	-0.33	-6.46	1.61E-10	C-reactive protein levels or total cholesterol levels (pleiotropy)	
BRCA	cis	1	rs78913826	chr3:101632638	LOC152225	chr3:101659703-101716770:+	-0.16	-3.72	0.000208	Psoriasis vulgaris;Psoriasis	
BRCA	cis	1	rs78919131	chr10:96638446	C10orf129	chr10:96953957-96988685:+	0.35	5.71	1.45E-8	Blood metabolite levels	
BRCA	cis	1	rs789208	chr10:105935096	C10orf79	chr10:105889647-105992120:-	0.14	4.89	1.15E-6	Attention deficit hyperactivity disorder	
BRCA	cis	1	rs78925509	chr5:56267141	MAP3K1	chr5:56110900-56191976:+	-0.25	-4.04	5.8E-5	Breast cancer (early onset)	
BRCA	cis	1	rs7893480	chr10:124734829	PSTK	chr10:124739556-124749906:+	0.13	3.7	0.000227	Migraine without aura	
BRCA	cis	1	rs78945802	chr6:111728346	KIAA1919	chr6:111580482-111590259:+	0.31	4.42	1.08E-5	Psoriasis	
BRCA	cis	1	rs78953187	chr1:93000574	EVI5	chr1:92974255-93257961:-	-0.18	-4.98	7.56E-7	Cholesterol, total	
BRCA	cis	1	rs7896033	chr10:124731507	PSTK	chr10:124739556-124749906:+	0.13	3.49	0.000506	Migraine without aura	
BRCA	cis	1	rs78962927	chr2:48175452	MSH6	chr2:48010221-48034084:+	-0.18	-4.4	1.2E-5	QT interval in Tripanosoma cruzi seropositivity	
BRCA	cis	1	rs7896691	chr10:3155173	PITRM1	chr10:3179116-3215003:-	0.25	4.64	3.85E-6	Disc degeneration (lumbar)	
BRCA	cis	1	rs78974622	chr22:38059925	LGALS2	chr22:37966254-37976024:-	0.08	3.43	0.000636	Fat distribution (HIV)	
BRCA	cis	1	rs78996483	chr6:55934556	COL21A1	chr6:55921389-56258892:-	-0.38	-6.94	6.82E-12	Psychosis (atypical)	
BRCA	cis	1	rs789970	chr10:105977721	C10orf79	chr10:105889647-105992120:-	0.14	4.83	1.58E-6	Attention deficit hyperactivity disorder	
BRCA	cis	1	rs7900134	chr10:124744123	PSTK	chr10:124739556-124749906:+	0.13	3.66	0.000264	Migraine without aura	
BRCA	cis	1	rs7902253	chr10:124739748	PSTK	chr10:124739556-124749906:+	0.13	3.62	0.000306	Migraine without aura	
BRCA	cis	1	rs7902273	chr10:124734824	PSTK	chr10:124739556-124749906:+	0.13	3.7	0.000227	Migraine without aura	
BRCA	cis	1	rs7903456	chr10:88919319	FAM35A	chr10:88854953-88951220:+	-0.15	-4.07	5.0E-5	Renal underexcretion gout;Gout	
BRCA	cis	1	rs79048371	chr20:33731484	MMP24	chr20:33814539-33864804:+	-0.22	-3.82	0.000141	Anticoagulant levels;D-dimer levels;Protein C levels;Factor VII levels;Hemostatic factors and hematological phenotypes	
BRCA	cis	1	rs79048371	chr20:33731484	PROCR	chr20:33758727-33765164:+	-0.27	-5.33	1.2E-7	Anticoagulant levels;D-dimer levels;Protein C levels;Factor VII levels;Hemostatic factors and hematological phenotypes	
BRCA	cis	1	rs7905163	chr10:91383930	FLJ37201	chr10:91451057-91457685:-	-0.18	-3.98	7.49E-5	Metabolic traits	
BRCA	cis	1	rs7905961	chr10:102297391	SEC31B	chr10:102246403-102289636:-	-0.29	-10.98	1.19E-26	Palmitoleic acid (16:1n-7) plasma levels	
BRCA	cis	1	rs7907195	chr10:96515341	C10orf129	chr10:96953957-96988685:+	0.23	4.13	3.95E-5	Blood metabolite levels	
BRCA	cis	1	rs79101914	chr12:56729739	COQ10A	chr12:56660642-56664748:+	-0.28	-3.92	9.3E-5	Psoriasis vulgaris	
BRCA	cis	1	rs79101914	chr12:56729739	RPS26	chr12:56435686-56438005:+	-0.29	-3.74	0.000191	Psoriasis vulgaris	
BRCA	cis	1	rs79101914	chr12:56729739	SLC39A5	chr12:56623820-56631627:+	-0.25	-3.58	0.000361	Psoriasis vulgaris	
BRCA	cis	1	rs79103432	chr10:96545475	C10orf129	chr10:96953957-96988685:+	0.32	5.36	1.03E-7	Blood metabolite levels	
BRCA	cis	1	rs7910521	chr10:29803661	LOC387647	chr10:29698483-29776785:+	0.14	3.76	0.000177	Platelet thrombus formation	
BRCA	cis	1	rs7910598	chr10:29803549	LOC387647	chr10:29698483-29776785:+	0.14	3.76	0.000177	Platelet thrombus formation	
BRCA	cis	1	rs7910643	chr10:82251769	DYDC1	chr10:82095864-82116511:-	0.16	3.64	0.000288	Post bronchodilator FEV1	
BRCA	cis	1	rs7910668	chr10:15548925	FAM171A1	chr10:15253647-15413058:-	-0.11	-3.79	0.000157	Parkinson's disease	
BRCA	cis	1	rs7910927	chr10:65138910	NRBF2	chr10:64893007-64914785:+	-0.15	-5.56	3.36E-8	Educational attainment;Liver enzyme levels (alkaline phosphatase)	
BRCA	cis	1	rs7912093	chr10:17203934	TRDMT1	chr10:17184983-17243681:-	-0.11	-3.48	0.000531	Homocysteine levels	
BRCA	cis	1	rs7913801	chr10:29803731	LOC387647	chr10:29698483-29776785:+	0.14	3.75	0.000185	Platelet thrombus formation	
BRCA	cis	1	rs7917792	chr10:97365627	ENTPD1	chr10:97471536-97637022:+	0.17	5.76	1.12E-8	Blood metabolite levels	
BRCA	cis	1	rs791856	chr6:86681841	SNHG5	chr6:86386726-86388451:-	0.58	18.95	2.93E-69	Response to antipsychotic treatment	
BRCA	cis	1	rs79187906	chr10:96560695	C10orf129	chr10:96953957-96988685:+	0.26	4.6	4.62E-6	Blood metabolite levels	
BRCA	cis	1	rs79197732	chr20:33562476	MMP24	chr20:33814539-33864804:+	-0.19	-3.49	0.00051	Anticoagulant levels;D-dimer levels;Protein C levels;Factor VII levels;Hemostatic factors and hematological phenotypes	
BRCA	cis	1	rs79197732	chr20:33562476	PROCR	chr20:33758727-33765164:+	-0.24	-5.05	5.21E-7	Anticoagulant levels;D-dimer levels;Protein C levels;Factor VII levels;Hemostatic factors and hematological phenotypes	
BRCA	cis	1	rs79199586	chr11:18452146	LDHC	chr11:18433853-18472792:+	-0.33	-5.36	1.01E-7	Amyotrophic lateral sclerosis (sporadic)	
BRCA	cis	1	rs7921096	chr10:124731468	PSTK	chr10:124739556-124749906:+	0.13	3.49	0.000506	Migraine without aura	
BRCA	cis	1	rs7923609	chr10:65133822	NRBF2	chr10:64893007-64914785:+	-0.15	-5.5	4.75E-8	Educational attainment;Liver enzyme levels (alkaline phosphatase)	
BRCA	cis	1	rs7924699	chr11:47893120	MADD	chr11:47290927-47351582:+	-0.12	-3.64	0.000291	Intraocular pressure	
BRCA	cis	1	rs79264785	chr6:26194121	HIST1H3E	chr6:26224427-26226589:+	0.35	6.74	2.58E-11	Renal underexcretion gout;Gout	
BRCA	cis	1	rs7927771	chr11:47781306	MADD	chr11:47290927-47351582:+	0.15	4.51	7.28E-6	Subjective well-being	
BRCA	cis	1	rs7927771	chr11:47781306	MYBPC3	chr11:47352958-47374253:-	-0.14	-4.29	1.98E-5	Subjective well-being	
BRCA	cis	1	rs79327308	chr7:1108141	ZFAND2A	chr7:1192544-1199855:-	-0.31	-6.05	2.01E-9	C-reactive protein levels or total cholesterol levels (pleiotropy)	
BRCA	cis	1	rs7934085	chr11:28369660	METT5D1	chr11:28129798-28355054:+	-0.14	-4.25	2.3E-5	Bipolar disorder	
BRCA	cis	1	rs79341738	chr20:33702104	MMP24	chr20:33814539-33864804:+	-0.19	-3.5	0.00048	Anticoagulant levels;D-dimer levels;Protein C levels;Factor VII levels;Hemostatic factors and hematological phenotypes	
BRCA	cis	1	rs79341738	chr20:33702104	PROCR	chr20:33758727-33765164:+	-0.26	-5.46	5.83E-8	Anticoagulant levels;D-dimer levels;Protein C levels;Factor VII levels;Hemostatic factors and hematological phenotypes	
BRCA	cis	1	rs79357647	chr6:159402432	RSPH3	chr6:159398268-159421198:-	0.24	4.26	2.2E-5	Bladder cancer (smoking interaction)	
BRCA	cis	1	rs79366248	chr4:266659	ZNF718	chr4:53272-156488:+	0.34	7.18	1.27E-12	Immune response to smallpox vaccine (IL-6)	
BRCA	cis	1	rs7937117	chr11:28370038	METT5D1	chr11:28129798-28355054:+	-0.14	-4.25	2.3E-5	Bipolar disorder	
BRCA	cis	1	rs79381550	chr7:123406524	HYAL4	chr7:123485223-123517529:+	0.24	3.53	0.000435	Platelet count	
BRCA	cis	1	rs7938380	chr11:64034866	C11orf20	chr11:64067863-64072238:+	-0.23	-4.6	4.66E-6	Mean platelet volume	
BRCA	cis	1	rs7939107	chr11:64034773	C11orf20	chr11:64067863-64072238:+	-0.23	-4.6	4.66E-6	Mean platelet volume	
BRCA	cis	1	rs79404901	chr5:115449332	COMMD10	chr5:115420727-115628978:+	0.25	4.89	1.17E-6	Asthma or chronic obstructive pulmonary disease	
BRCA	cis	1	rs7940554	chr11:118142930	AMICA1	chr11:118064442-118095809:-	0.06	4.1	4.41E-5	Pain	
BRCA	cis	1	rs7940554	chr11:118142930	SCN2B	chr11:118033519-118047337:-	0.1	4.52	6.94E-6	Pain	
BRCA	cis	1	rs7942031	chr11:47868474	MADD	chr11:47290927-47351582:+	-0.14	-4.11	4.21E-5	Intraocular pressure	
BRCA	cis	1	rs79422648	chr7:1080241	ZFAND2A	chr7:1192544-1199855:-	-0.33	-6.46	1.61E-10	C-reactive protein levels or total cholesterol levels (pleiotropy)	
BRCA	cis	1	rs79429965	chr10:96494912	C10orf129	chr10:96953957-96988685:+	0.33	5.44	6.47E-8	Blood metabolite levels	
BRCA	cis	1	rs79436528	chr12:56686997	COQ10A	chr12:56660642-56664748:+	-0.29	-3.95	8.18E-5	Psoriasis vulgaris	
BRCA	cis	1	rs79436528	chr12:56686997	RPS26	chr12:56435686-56438005:+	-0.29	-3.75	0.00019	Psoriasis vulgaris	
BRCA	cis	1	rs79436528	chr12:56686997	SLC39A5	chr12:56623820-56631627:+	-0.25	-3.61	0.000316	Psoriasis vulgaris	
BRCA	cis	1	rs79438986	chr20:33702280	PROCR	chr20:33758727-33765164:+	-0.26	-5.21	2.22E-7	Anticoagulant levels;D-dimer levels;Protein C levels;Factor VII levels;Hemostatic factors and hematological phenotypes	
BRCA	cis	1	rs7944004	chr11:2311152	C11orf21	chr11:2317507-2323143:-	0.11	5.7	1.58E-8	Chronic lymphocytic leukemia	
BRCA	cis	1	rs7944004	chr11:2311152	TSPAN32	chr11:2323243-2339430:+	0.08	3.41	0.000681	Chronic lymphocytic leukemia	
BRCA	cis	1	rs7945367	chr11:28166272	METT5D1	chr11:28129798-28355054:+	-0.12	-3.41	0.000672	Bipolar disorder	
BRCA	cis	1	rs79459889	chr5:56269286	MAP3K1	chr5:56110900-56191976:+	-0.25	-4.23	2.59E-5	Breast cancer (early onset)	
BRCA	cis	1	rs79465461	chr2:160100779	WDSUB1	chr2:160092305-160143236:-	0.34	4.2	2.91E-5	Sudden cardiac arrest	
BRCA	cis	1	rs79466937	chr7:123416273	HYAL4	chr7:123485223-123517529:+	0.28	4.09	4.62E-5	Platelet count	
BRCA	cis	1	rs7947378	chr11:18381327	GTF2H1	chr11:18343816-18388590:+	0.3	7.82	1.31E-14	Pancreatic cancer	
BRCA	cis	1	rs79475579	chr11:58295900	CNTF	chr11:58390146-58393203:+	0.17	3.61	0.000319	Lymphoma	
BRCA	cis	1	rs79477087	chr11:22116168	ANO5	chr11:22214722-22304913:+	0.28	5.68	1.77E-8	Parkinson's disease	
BRCA	cis	1	rs7947730	chr11:47786184	MADD	chr11:47290927-47351582:+	0.15	4.51	7.28E-6	Subjective well-being	
BRCA	cis	1	rs7947730	chr11:47786184	MYBPC3	chr11:47352958-47374253:-	-0.14	-4.29	1.98E-5	Subjective well-being	
BRCA	cis	1	rs7948661	chr11:118341649	CD3D	chr11:118209789-118213459:-	0.08	3.56	0.00038	Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)	
BRCA	cis	1	rs7948969	chr11:62907048	B3GAT3	chr11:62382769-62389449:-	-0.12	-3.8	0.000153	Conotruncal heart defects	
BRCA	cis	1	rs7948969	chr11:62907048	BSCL2	chr11:62457747-62477046:-	-0.14	-3.49	0.000494	Conotruncal heart defects	
BRCA	cis	1	rs7948969	chr11:62907048	HNRNPUL2	chr11:62457747-62494821:-	-0.18	-4.08	4.87E-5	Conotruncal heart defects	
BRCA	cis	1	rs7948969	chr11:62907048	INTS5	chr11:62414322-62420774:-	-0.15	-3.44	0.000599	Conotruncal heart defects	
BRCA	cis	1	rs7948969	chr11:62907048	MTA2	chr11:62360675-62369303:-	-0.14	-3.65	0.000275	Conotruncal heart defects	
BRCA	cis	1	rs7948969	chr11:62907048	POLR2G	chr11:62529011-62534185:+	-0.15	-3.93	9.05E-5	Conotruncal heart defects	
BRCA	cis	1	rs7948969	chr11:62907048	TAF6L	chr11:62538875-62554811:+	-0.14	-4.16	3.41E-5	Conotruncal heart defects	
BRCA	cis	1	rs7948969	chr11:62907048	TMEM179B	chr11:62554874-62557871:+	-0.17	-4.29	1.91E-5	Conotruncal heart defects	
BRCA	cis	1	rs7948969	chr11:62907048	TTC9C	chr11:62495584-62506105:+	-0.16	-3.51	0.000469	Conotruncal heart defects	
BRCA	cis	1	rs7948969	chr11:62907048	ZBTB3	chr11:62518437-62521656:-	-0.16	-3.45	0.000581	Conotruncal heart defects	
BRCA	cis	1	rs7949704	chr11:28373543	METT5D1	chr11:28129798-28355054:+	-0.13	-3.53	0.000436	Bipolar disorder	
BRCA	cis	1	rs7950335	chr11:27322503	LGR4	chr11:27387510-27494334:-	-0.14	-3.86	0.00012	Bone mineral density (paediatric, skull)	
BRCA	cis	1	rs79512403	chr7:123408499	HYAL4	chr7:123485223-123517529:+	0.29	4.15	3.54E-5	Platelet count	
BRCA	cis	1	rs7953014	chr12:109998097	MMAB	chr12:109991523-110011358:-	-0.12	-3.71	0.000219	HDL cholesterol	
BRCA	cis	1	rs7953014	chr12:109998097	MYO1H	chr12:109826524-109886176:+	0.26	7.9	6.94E-15	HDL cholesterol	
BRCA	cis	1	rs7953249	chr12:121403724	HNF1A	chr12:121416549-121440312:+	0.16	4.55	5.89E-6	N-glycan levels;Chronic obstructive pulmonary disease-related biomarkers	
BRCA	cis	1	rs79533393	chr2:160100219	WDSUB1	chr2:160092305-160143236:-	0.34	4.2	2.91E-5	Sudden cardiac arrest	
BRCA	cis	1	rs7953704	chr12:122625992	LRRC43	chr12:122652266-122688017:+	0.17	4.68	3.18E-6	Urate levels	
BRCA	cis	1	rs79538247	chr7:32467792	LOC441208	chr7:32767562-32794385:+	-0.14	-3.37	0.000771	Metabolite levels (HVA/MHPG ratio)	
BRCA	cis	1	rs7954144	chr12:110015893	MMAB	chr12:109991523-110011358:-	-0.12	-3.77	0.00017	HDL cholesterol	
BRCA	cis	1	rs7954144	chr12:110015893	MYO1H	chr12:109826524-109886176:+	0.27	8.1	1.55E-15	HDL cholesterol	
BRCA	cis	1	rs7955571	chr12:122616759	LRRC43	chr12:122652266-122688017:+	0.16	4.53	6.52E-6	Urate levels	
BRCA	cis	1	rs7955575	chr12:122616766	LRRC43	chr12:122652266-122688017:+	0.16	4.53	6.52E-6	Urate levels	
BRCA	cis	1	rs7958691	chr12:124440743	DNAH10	chr12:124247042-124420265:+	0.26	6.79	1.87E-11	Waist-to-hip ratio adjusted for body mass index	
BRCA	cis	1	rs79602855	chr19:50525725	SIGLEC16	chr19:50472912-50479075:+	0.72	9.58	6.8E-21	antipsychotic drug dosage in schizophrenia or schizoaffective disorder	
BRCA	cis	1	rs79602855	chr19:50525725	TBC1D17	chr19:50380829-50392000:+	-0.23	-4.2	2.9E-5	antipsychotic drug dosage in schizophrenia or schizoaffective disorder	
BRCA	cis	1	rs7960884	chr12:31360640	DDX11	chr12:31226779-31257725:+	0.13	3.47	0.000537	Systolic blood pressure response to hydrochlorothiazide in hypertension	
BRCA	cis	1	rs79611756	chr10:96387031	C10orf129	chr10:96953957-96988685:+	0.32	5.17	2.85E-7	Blood metabolite levels	
BRCA	cis	1	rs7963950	chr12:62790448	FAM19A2	chr12:62102043-62653925:-	0.16	3.51	0.000461	Pyoderma gangrenosum in inflammatory bowel disease	
BRCA	cis	1	rs7964021	chr12:109997645	MMAB	chr12:109991523-110011358:-	-0.12	-3.6	0.000327	HDL cholesterol	
BRCA	cis	1	rs7964021	chr12:109997645	MYO1H	chr12:109826524-109886176:+	0.26	8.04	2.38E-15	HDL cholesterol	
BRCA	cis	1	rs7964148	chr12:122619261	LRRC43	chr12:122652266-122688017:+	0.16	4.51	7.09E-6	Urate levels	
BRCA	cis	1	rs7966755	chr12:82221604	PPFIA2	chr12:81652880-82153109:-	0.14	3.53	0.00043	Resting heart rate	
BRCA	cis	1	rs79678941	chr10:96449450	C10orf129	chr10:96953957-96988685:+	0.36	5.87	5.77E-9	Blood metabolite levels	
BRCA	cis	1	rs7971298	chr12:8703141	CLEC4D	chr12:8666136-8674958:+	0.12	4.39	1.26E-5	Response to radiotherapy in prostate cancer (overall toxicity)	
BRCA	cis	1	rs7971588	chr12:62783051	FAM19A2	chr12:62102043-62653925:-	0.18	3.81	0.000144	Pyoderma gangrenosum in inflammatory bowel disease	
BRCA	cis	1	rs79716074	chr2:277003	SH3YL1	chr2:218138-264810:-	-0.68	-20.1	1.86E-76	Spherical equivalent (joint main effects and education interaction)	
BRCA	cis	1	rs79718165	chr12:56644251	COQ10A	chr12:56660642-56664748:+	-0.29	-4.09	4.65E-5	Psoriasis vulgaris	
BRCA	cis	1	rs79718165	chr12:56644251	RPS26	chr12:56435686-56438005:+	-0.29	-3.69	0.000233	Psoriasis vulgaris	
BRCA	cis	1	rs79718165	chr12:56644251	SLC39A5	chr12:56623820-56631627:+	-0.27	-3.9	0.000102	Psoriasis vulgaris	
BRCA	cis	1	rs7973683	chr12:124449223	DNAH10	chr12:124247042-124420265:+	0.26	6.93	7.33E-12	Waist-to-hip ratio adjusted for body mass index	
BRCA	cis	1	rs7973719	chr12:7334813	PEX5	chr12:7341759-7371167:+	0.24	7	4.53E-12	IgG glycosylation	
BRCA	cis	1	rs79738251	chr2:17786558	GEN1	chr2:17935162-17966632:+	0.16	3.5	0.000482	Psychosis and Alzheimer's disease	
BRCA	cis	1	rs79750959	chr12:56702012	COQ10A	chr12:56660642-56664748:+	-0.28	-3.92	9.29E-5	Psoriasis vulgaris	
BRCA	cis	1	rs79750959	chr12:56702012	RPS26	chr12:56435686-56438005:+	-0.29	-3.75	0.000187	Psoriasis vulgaris	
BRCA	cis	1	rs79750959	chr12:56702012	SLC39A5	chr12:56623820-56631627:+	-0.25	-3.58	0.000365	Psoriasis vulgaris	
BRCA	cis	1	rs7975863	chr12:82227288	PPFIA2	chr12:81652880-82153109:-	0.13	3.38	0.000754	Resting heart rate	
BRCA	cis	1	rs79760198	chr5:56262639	MAP3K1	chr5:56110900-56191976:+	-0.25	-4.08	4.79E-5	Breast cancer (early onset)	
BRCA	cis	1	rs79765398	chr7:1073764	ZFAND2A	chr7:1192544-1199855:-	-0.33	-6.42	2.08E-10	C-reactive protein levels or total cholesterol levels (pleiotropy)	
BRCA	cis	1	rs7976608	chr12:62648952	FAM19A2	chr12:62102043-62653925:-	0.17	3.76	0.000178	Pyoderma gangrenosum in inflammatory bowel disease	
BRCA	cis	1	rs79767540	chr2:86112662	POLR1A	chr2:86253453-86333278:-	-0.2	-3.54	0.000421	Response to methylphenidate treatment in attention-deficit/hyperactivity disorder (blood pressure)	
BRCA	cis	1	rs79770253	chr2:17784158	GEN1	chr2:17935162-17966632:+	0.16	3.51	0.000472	Psychosis and Alzheimer's disease	
BRCA	cis	1	rs7977765	chr12:107205390	C12orf23	chr12:107349544-107367811:+	-0.17	-4.37	1.39E-5	Social autistic-like traits	
BRCA	cis	1	rs7977765	chr12:107205390	MTERFD3	chr12:107371069-107380929:-	-0.15	-4.19	3.05E-5	Social autistic-like traits	
BRCA	cis	1	rs7980501	chr12:3912972	PARP11	chr12:3918027-3982608:-	-0.15	-4.27	2.11E-5	Cognitive performance	
BRCA	cis	1	rs7980687	chr12:123822711	CDK2AP1	chr12:123745542-123756687:-	-0.23	-7.05	3.18E-12	Educational attainment;Height;Head circumference (infant)	
BRCA	cis	1	rs79808876	chr11:465763	RNH1	chr11:494512-507273:-	-0.2	-4.85	1.44E-6	Body mass index	
BRCA	cis	1	rs79824801	chr12:56728137	COQ10A	chr12:56660642-56664748:+	-0.28	-3.92	9.3E-5	Psoriasis vulgaris	
BRCA	cis	1	rs79824801	chr12:56728137	RPS26	chr12:56435686-56438005:+	-0.29	-3.74	0.000191	Psoriasis vulgaris	
BRCA	cis	1	rs79824801	chr12:56728137	SLC39A5	chr12:56623820-56631627:+	-0.25	-3.58	0.000361	Psoriasis vulgaris	
BRCA	cis	1	rs79831012	chr10:102237059	SEC31B	chr10:102246403-102289636:-	-0.28	-10.5	1.3E-24	Palmitoleic acid (16:1n-7) plasma levels	
BRCA	cis	1	rs79868973	chr6:26189312	HIST1H3E	chr6:26224427-26226589:+	0.36	7.12	2.05E-12	Renal underexcretion gout;Gout	
BRCA	cis	1	rs798766	chr4:1734239	FAM53A	chr4:1641609-1685854:-	0.21	5.71	1.5E-8	Urinary bladder cancer;Bladder cancer	
BRCA	cis	1	rs798767	chr4:1734281	FAM53A	chr4:1641609-1685854:-	-0.2	-5.3	1.4E-7	Urinary bladder cancer;Bladder cancer	
BRCA	cis	1	rs79889615	chr5:115591292	COMMD10	chr5:115420727-115628978:+	0.25	4.61	4.49E-6	Asthma or chronic obstructive pulmonary disease	
BRCA	cis	1	rs79947009	chr7:123416573	HYAL4	chr7:123485223-123517529:+	0.28	4.09	4.62E-5	Platelet count	
BRCA	cis	1	rs7996093	chr13:99133092	STK24	chr13:99102455-99229396:-	-0.13	-3.56	0.000394	Longevity	
BRCA	cis	1	rs7996629	chr13:99128037	STK24	chr13:99102455-99229396:-	-0.13	-3.56	0.000391	Longevity	
BRCA	cis	1	rs79975794	chr7:123408575	HYAL4	chr7:123485223-123517529:+	0.29	4.15	3.54E-5	Platelet count	
BRCA	cis	1	rs8003061	chr14:81451956	TSHR	chr14:81421869-81612646:+	-0.13	-3.85	0.000124	Graves' disease	
BRCA	cis	1	rs8003506	chr14:75586288	EIF2B2	chr14:75469612-75476292:+	-0.25	-6.93	7.08E-12	Height	
BRCA	cis	1	rs8003506	chr14:75586288	MLH3	chr14:75480467-75518235:-	-0.28	-8.54	4.6E-17	Height	
BRCA	cis	1	rs8005309	chr14:66056508	LOC645431	chr14:65877313-65879335:-	-0.32	-6.51	1.13E-10	Ischemic stroke	
BRCA	cis	1	rs80059054	chr10:96483008	C10orf129	chr10:96953957-96988685:+	0.33	5.44	6.5E-8	Blood metabolite levels	
BRCA	cis	1	rs80063229	chr2:48169673	MSH6	chr2:48010221-48034084:+	-0.2	-4.66	3.6E-6	QT interval in Tripanosoma cruzi seropositivity	
BRCA	cis	1	rs8006909	chr14:74944788	PTGR2	chr14:74318534-74352166:+	-0.16	-3.92	9.42E-5	Advanced glycation end-product levels	
BRCA	cis	1	rs8006958	chr14:74944851	PTGR2	chr14:74318534-74352166:+	-0.16	-3.94	8.73E-5	Advanced glycation end-product levels	
BRCA	cis	1	rs80076579	chr4:106991115	TBCK	chr4:106967233-107237861:-	0.23	7.23	9.42E-13	Airflow obstruction	
BRCA	cis	1	rs80085676	chr2:242347907	SEPT2	chr2:242254723-242293439:+	0.37	6.81	1.68E-11	Chronic lymphocytic leukemia	
BRCA	cis	1	rs80089016	chr5:56267444	MAP3K1	chr5:56110900-56191976:+	-0.25	-4.04	5.72E-5	Breast cancer (early onset)	
BRCA	cis	1	rs80094748	chr7:1103958	ZFAND2A	chr7:1192544-1199855:-	-0.3	-5.85	6.67E-9	C-reactive protein levels or total cholesterol levels (pleiotropy)	
BRCA	cis	1	rs80095925	chr6:26184942	HIST1H3E	chr6:26224427-26226589:+	0.33	5.94	3.94E-9	Renal underexcretion gout;Gout	
BRCA	cis	1	rs80097053	chr5:56269492	MAP3K1	chr5:56110900-56191976:+	-0.25	-4.23	2.59E-5	Breast cancer (early onset)	
BRCA	cis	1	rs8010344	chr14:93086918	NDUFB1	chr14:92582470-92588153:-	0.13	3.57	0.000369	Post bronchodilator FEV1/FVC ratio	
BRCA	cis	1	rs8010715	chr14:24609147	FAM158A	chr14:24608175-24610797:-	-0.36	-13.13	1.34E-36	IgG glycosylation	
BRCA	cis	1	rs80109502	chr20:33587596	MMP24	chr20:33814539-33864804:+	-0.22	-3.89	0.000105	Anticoagulant levels;D-dimer levels;Protein C levels;Factor VII levels;Hemostatic factors and hematological phenotypes	
BRCA	cis	1	rs80109502	chr20:33587596	PROCR	chr20:33758727-33765164:+	-0.24	-4.92	9.8E-7	Anticoagulant levels;D-dimer levels;Protein C levels;Factor VII levels;Hemostatic factors and hematological phenotypes	
BRCA	cis	1	rs80127902	chr7:123428850	HYAL4	chr7:123485223-123517529:+	0.28	3.96	7.9E-5	Platelet count	
BRCA	cis	1	rs8014204	chr14:75322794	RPS6KL1	chr14:75372347-75389958:-	0.21	5.39	8.57E-8	Caffeine consumption	
BRCA	cis	1	rs8014374	chr14:75322914	RPS6KL1	chr14:75372347-75389958:-	-0.2	-5.28	1.56E-7	Caffeine consumption	
BRCA	cis	1	rs8017980	chr14:102961341	ANKRD9	chr14:102973198-102976128:-	0.11	3.45	0.000583	QT interval	
BRCA	cis	1	rs80189444	chr2:206340580	NRP2	chr2:206547224-206662856:+	0.15	3.51	0.000461	AIDS progression	
BRCA	cis	1	rs8018967	chr14:73976934	ACOT1	chr14:74003928-74042357:+	-0.17	-5.57	3.3E-8	Blood metabolite ratios	
BRCA	cis	1	rs8018967	chr14:73976934	HEATR4	chr14:73945193-74025651:-	-0.42	-12.16	6.18E-32	Blood metabolite ratios	
BRCA	cis	1	rs80202648	chr19:50494386	SIGLEC16	chr19:50472912-50479075:+	0.77	10.05	9.03E-23	antipsychotic drug dosage in schizophrenia or schizoaffective disorder	
