cancer.type	eQTL.type	tagSNP	LD	SNP.ID	SNP.position.hg19	Gene.symbol	Gene.position.hg19	Beta	t-stat	P-value	GWAS-Traits	
PCPG	cis	1	rs1001530	chr5:176985515	HK3	chr5:176307871-176326333:-	-0.54	-4.29	3.16E-5	Alzheimer disease and age of onset	
PCPG	cis	1	rs6856137	chr4:142160161	ZNF330	chr4:142142049-142155848:+	0.33	4.07	7.52E-5	Conduct disorder	
PCPG	cis	1	rs6874560	chr5:150182713	LOC134466	chr5:150310000-150326146:-	0.75	4.13	6.04E-5	Crohn's disease	
PCPG	cis	1	rs687672	chr11:65649984	CTSW	chr11:65647284-65651212:+	0.55	5.66	7.23E-8	Crohn's disease	
PCPG	cis	1	rs687672	chr11:65649984	SNX32	chr11:65601410-65621170:+	-0.49	-4.83	3.3E-6	Crohn's disease	
PCPG	cis	1	rs6885541	chr5:56110857	C5orf35	chr5:56205103-56213010:+	1	9.54	3.06E-17	Type 2 diabetes	
PCPG	cis	1	rs6901575	chr6:28250984	ZNF187	chr6:28234788-28245978:+	-0.34	-4.61	8.23E-6	Depression	
PCPG	cis	1	rs6904601	chr6:170131905	WDR27	chr6:169857307-170102159:-	-0.44	-4.46	1.6E-5	Thiazide-induced adverse metabolic effects in hypertensive patients	
PCPG	cis	1	rs6905391	chr6:28262686	ZNF187	chr6:28234788-28245978:+	-0.31	-4.58	9.34E-6	Depression	
PCPG	cis	1	rs6905391	chr6:28262686	ZSCAN23	chr6:28393287-28411279:-	0.24	4.02	9.07E-5	Depression	
PCPG	cis	1	rs6908866	chr6:112118505	FYN	chr6:111982487-112194627:-	-0.33	-4.2	4.46E-5	Anger	
PCPG	cis	1	rs6912959	chr6:170126224	WDR27	chr6:169857307-170102159:-	-0.5	-5.38	2.75E-7	Thiazide-induced adverse metabolic effects in hypertensive patients	
PCPG	cis	1	rs6914463	chr6:86653415	SNHG5	chr6:86386726-86388451:-	-0.47	-6.12	7.36E-9	Response to antipsychotic treatment	
PCPG	cis	1	rs6919306	chr6:112119619	FYN	chr6:111982487-112194627:-	-0.32	-4.27	3.47E-5	Anger	
PCPG	cis	1	rs6923148	chr6:86767786	SNHG5	chr6:86386726-86388451:-	0.46	5.86	2.67E-8	Response to antipsychotic treatment	
PCPG	cis	1	rs6923339	chr6:170128033	WDR27	chr6:169857307-170102159:-	-0.44	-4.3	3.0E-5	Thiazide-induced adverse metabolic effects in hypertensive patients	
PCPG	cis	1	rs6927188	chr6:42912589	GNMT	chr6:42928500-42931617:+	0.53	5.43	2.19E-7	Diabetic kidney disease	
PCPG	cis	1	rs6927188	chr6:42912589	PEX6	chr6:42931613-42946981:-	-0.7	-6.22	4.59E-9	Diabetic kidney disease	
PCPG	cis	1	rs6930076	chr6:88088654	C6orf162	chr6:88032306-88052043:+	-0.48	-5.47	1.81E-7	Depressive episodes in bipolar disorder	
PCPG	cis	1	rs6933377	chr6:86705255	SNHG5	chr6:86386726-86388451:-	0.46	6.08	8.91E-9	Response to antipsychotic treatment	
PCPG	cis	1	rs6936048	chr6:86702608	SNHG5	chr6:86386726-86388451:-	-0.5	-6.33	2.52E-9	Response to antipsychotic treatment	
PCPG	cis	1	rs693824	chr11:65654783	CTSW	chr11:65647284-65651212:+	-0.55	-5.66	7.23E-8	Crohn's disease	
PCPG	cis	1	rs693824	chr11:65654783	SNX32	chr11:65601410-65621170:+	0.49	4.83	3.3E-6	Crohn's disease	
PCPG	cis	1	rs6939727	chr6:112116451	FYN	chr6:111982487-112194627:-	-0.33	-4.2	4.46E-5	Anger	
PCPG	cis	1	rs6940458	chr6:86644992	SNHG5	chr6:86386726-86388451:-	-0.5	-6.31	2.85E-9	Response to antipsychotic treatment	
PCPG	cis	1	rs6941766	chr6:170131653	WDR27	chr6:169857307-170102159:-	-0.44	-4.46	1.6E-5	Thiazide-induced adverse metabolic effects in hypertensive patients	
PCPG	cis	1	rs6942332	chr6:170131934	WDR27	chr6:169857307-170102159:-	-0.43	-4.33	2.63E-5	Thiazide-induced adverse metabolic effects in hypertensive patients	
PCPG	cis	1	rs694994	chr11:65653309	CTSW	chr11:65647284-65651212:+	-0.57	-5.96	1.69E-8	Crohn's disease	
PCPG	cis	1	rs694994	chr11:65653309	SNX32	chr11:65601410-65621170:+	0.47	4.63	7.69E-6	Crohn's disease	
PCPG	cis	1	rs6963495	chr7:105166853	EFCAB10	chr7:105205581-105221976:-	0.53	4.26	3.54E-5	Bipolar disorder (body mass index interaction)	
PCPG	cis	1	rs7007450	chr8:71640269	XKR9	chr8:71581600-71648176:+	0.95	16.95	4.93E-37	Bone mineral density	
PCPG	cis	1	rs7017914	chr8:71591203	XKR9	chr8:71581600-71648176:+	0.96	17.1	2.03E-37	Bone mineral density	
PCPG	cis	1	rs7018	chr20:25278261	ENTPD6	chr20:25176339-25207360:+	-0.34	-4.3	3.04E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs7018	chr20:25278261	FAM182A	chr20:26035250-26067552:+	-0.47	-5.71	5.57E-8	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs7019	chr20:25278278	ENTPD6	chr20:25176339-25207360:+	-0.34	-4.2	4.44E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs7019	chr20:25278278	FAM182A	chr20:26035250-26067552:+	-0.5	-5.92	2.06E-8	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs7020	chr20:25278600	ENTPD6	chr20:25176339-25207360:+	-0.33	-4.24	3.87E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs7020	chr20:25278600	FAM182A	chr20:26035250-26067552:+	-0.47	-5.69	6.34E-8	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs7022397	chr9:116007677	CDC26	chr9:116029290-116037869:-	-0.47	-6.19	5.27E-9	Hematology traits	
PCPG	cis	1	rs7037140	chr9:123656327	LOC253039	chr9:123605320-123616644:+	-0.58	-5.48	1.7E-7	Rheumatoid arthritis	
PCPG	cis	1	rs703842	chr12:58162739	FAM119B	chr12:58166383-58176323:+	-0.51	-5.05	1.24E-6	Multiple sclerosis	
PCPG	cis	1	rs703842	chr12:58162739	TSFM	chr12:58176536-58191367:+	0.54	6.86	1.59E-10	Multiple sclerosis	
PCPG	cis	1	rs7038769	chr9:116007583	CDC26	chr9:116029290-116037869:-	-0.47	-6.19	5.27E-9	Hematology traits	
PCPG	cis	1	rs7045881	chr9:26935996	LRRC19	chr9:26993143-27005691:-	-0.64	-4.08	7.24E-5	Schizophrenia	
PCPG	cis	1	rs705696	chr12:56480648	RPS26	chr12:56435686-56438005:+	0.59	6.18	5.49E-9	Cognitive function	
PCPG	cis	1	rs7072204	chr10:124195485	PLEKHA1	chr10:124134220-124191866:+	-0.31	-4.41	1.96E-5	Height	
PCPG	cis	1	rs7072216	chr10:100156853	PYROXD2	chr10:100143323-100174978:-	0.58	7.56	3.48E-12	Metabolite levels	
PCPG	cis	1	rs7079976	chr10:124172108	PLEKHA1	chr10:124134220-124191866:+	-0.31	-4.38	2.17E-5	Height	
PCPG	cis	1	rs709592	chr17:38175553	GSDMA	chr17:38119226-38134019:+	-0.68	-8.41	2.56E-14	Neutrophil count;White blood cell count;C-reactive protein and white blood cell count	
PCPG	cis	1	rs7097701	chr10:124171857	PLEKHA1	chr10:124134220-124191866:+	-0.31	-4.38	2.17E-5	Height	
PCPG	cis	1	rs7115737	chr11:43681249	HSD17B12	chr11:43702143-43878160:+	-0.44	-5.01	1.45E-6	Forced vital capacity	
PCPG	cis	1	rs7124676	chr11:64313291	RTN3	chr11:63448922-63527357:+	-0.28	-4.31	2.92E-5	Obesity-related traits	
PCPG	cis	1	rs71327718	chr3:125592857	LOC100125556	chr3:125635444-125648865:+	0.54	4.25	3.65E-5	Metabolite levels (HVA/5-HIAA ratio)	
PCPG	cis	1	rs7153160	chr14:74509377	LIN52	chr14:74551656-74667117:+	0.33	6.44	1.46E-9	Common traits (Other)	
PCPG	cis	1	rs7153587	chr14:74509660	LIN52	chr14:74551656-74667117:+	0.3	5.7	6.02E-8	Common traits (Other)	
PCPG	cis	1	rs7157566	chr14:74649129	LIN52	chr14:74551656-74667117:+	-0.29	-5.42	2.27E-7	Common traits (Other)	
PCPG	cis	1	rs7163482	chr15:65739683	DPP8	chr15:65737999-65810035:-	-0.18	-4.33	2.71E-5	Mean corpuscular hemoglobin	
PCPG	cis	1	rs7163730	chr15:78814681	CHRNA5	chr15:78857906-78886458:+	0.35	4.41	1.95E-5	Post bronchodilator FEV1;Post bronchodilator FEV1/FVC ratio	
PCPG	cis	1	rs7164132	chr15:40675155	C15orf23	chr15:40674922-40686488:+	1.08	10.57	5.79E-20	Heschl's gyrus morphology	
PCPG	cis	1	rs7164594	chr15:78803057	CHRNA5	chr15:78857906-78886458:+	0.34	4.1	6.79E-5	Post bronchodilator FEV1;Post bronchodilator FEV1/FVC ratio	
PCPG	cis	1	rs7165102	chr15:65888359	DPP8	chr15:65737999-65810035:-	-0.19	-4.47	1.48E-5	Mean corpuscular hemoglobin	
PCPG	cis	1	rs7166453	chr15:66013143	DPP8	chr15:65737999-65810035:-	-0.19	-4.65	7.18E-6	Mean corpuscular hemoglobin	
PCPG	cis	1	rs7166991	chr15:40671957	C15orf23	chr15:40674922-40686488:+	1.07	10.54	6.73E-20	Heschl's gyrus morphology	
PCPG	cis	1	rs7167138	chr15:50958998	SPPL2A	chr15:50999739-51057910:-	0.33	4.84	3.07E-6	QT interval	
PCPG	cis	1	rs7169404	chr15:40675443	C15orf23	chr15:40674922-40686488:+	1.06	10.4	1.57E-19	Heschl's gyrus morphology	
PCPG	cis	1	rs7171869	chr15:78900909	CHRNA5	chr15:78857906-78886458:+	-0.31	-4.15	5.58E-5	Post bronchodilator FEV1	
PCPG	cis	1	rs7172335	chr15:65977204	DPP8	chr15:65737999-65810035:-	-0.19	-4.71	5.38E-6	Mean corpuscular hemoglobin	
PCPG	cis	1	rs7178584	chr15:65795200	DPP8	chr15:65737999-65810035:-	0.18	4.29	3.1E-5	Mean corpuscular hemoglobin	
PCPG	cis	1	rs7181245	chr15:78814389	CHRNA5	chr15:78857906-78886458:+	0.37	4.61	8.39E-6	Post bronchodilator FEV1;Post bronchodilator FEV1/FVC ratio	
PCPG	cis	1	rs7181333	chr15:66039826	DPP8	chr15:65737999-65810035:-	0.19	4.79	3.95E-6	Mean corpuscular hemoglobin	
PCPG	cis	1	rs7181447	chr15:78814567	CHRNA5	chr15:78857906-78886458:+	0.37	4.61	8.39E-6	Post bronchodilator FEV1;Post bronchodilator FEV1/FVC ratio	
PCPG	cis	1	rs7201498	chr16:20449449	ACSM5	chr16:20420856-20452278:+	-0.35	-4.31	2.92E-5	Blood metabolite levels	
PCPG	cis	1	rs7207021	chr17:28400516	EFCAB5	chr17:28256874-28435469:+	-0.44	-4.28	3.32E-5	Coffee consumption (cups per day)	
PCPG	cis	1	rs7209180	chr17:79581519	TSPAN10	chr17:79609349-79615778:+	0.62	8.28	5.46E-14	Eye color traits	
PCPG	cis	1	rs7210738	chr17:45757598	C17orf57	chr17:45401142-45518675:+	-0.38	-4.38	2.23E-5	Very long-chain saturated fatty acid levels (fatty acid 20:0)	
PCPG	cis	1	rs7212497	chr17:28335949	EFCAB5	chr17:28256874-28435469:+	-0.45	-4.36	2.39E-5	Coffee consumption (cups per day)	
PCPG	cis	1	rs7213129	chr17:79581573	TSPAN10	chr17:79609349-79615778:+	0.62	8.28	5.46E-14	Eye color traits	
PCPG	cis	1	rs7214085	chr17:38169095	GSDMA	chr17:38119226-38134019:+	-0.67	-8.35	3.61E-14	Neutrophil count;White blood cell count;C-reactive protein and white blood cell count	
PCPG	cis	1	rs7215147	chr17:30266711	LRRC37B	chr17:30335037-30380517:+	0.39	4.06	7.64E-5	Height	
PCPG	cis	1	rs7215564	chr17:78737287	NPTX1	chr17:78440633-78450404:-	-0.56	-4.03	8.66E-5	Myopia (pathological)	
PCPG	cis	1	rs7222241	chr17:79574714	TSPAN10	chr17:79609349-79615778:+	0.61	8.3	4.93E-14	Eye color traits	
PCPG	cis	1	rs7222308	chr17:28277041	EFCAB5	chr17:28256874-28435469:+	0.41	4.06	7.74E-5	Coffee consumption (cups per day)	
PCPG	cis	1	rs7223613	chr17:79574803	TSPAN10	chr17:79609349-79615778:+	-0.62	-8.28	5.46E-14	Eye color traits	
PCPG	cis	1	rs7223786	chr17:28332107	EFCAB5	chr17:28256874-28435469:+	-0.45	-4.36	2.39E-5	Coffee consumption (cups per day)	
PCPG	cis	1	rs725309	chr3:48418708	TREX1	chr3:48501186-48509043:+	0.29	4.34	2.6E-5	Longevity	
PCPG	cis	1	rs725310	chr3:48418571	TREX1	chr3:48501186-48509043:+	0.31	4.76	4.36E-6	Longevity	
PCPG	cis	1	rs7254758	chr19:33608047	GPATCH1	chr19:33571786-33621318:+	0.39	5.14	8.25E-7	Bone properties (heel)	
PCPG	cis	1	rs7255679	chr19:42063981	CEACAM21	chr19:42055886-42093196:+	0.61	8.88	1.66E-15	Schizophrenia	
PCPG	cis	1	rs7255968	chr19:33601902	GPATCH1	chr19:33571786-33621318:+	0.45	5.62	8.56E-8	Bone properties (heel)	
PCPG	cis	1	rs725908	chr20:33968067	UQCC	chr20:33890383-33999833:-	0.44	5.68	6.55E-8	Height	
PCPG	cis	1	rs72644211	chr10:81781695	LOC219347	chr10:81805991-81838949:-	1.05	8.19	9.53E-14	Chronic obstructive pulmonary disease-related biomarkers	
PCPG	cis	1	rs72644213	chr10:81783660	LOC219347	chr10:81805991-81838949:-	1.05	8.02	2.48E-13	Chronic obstructive pulmonary disease-related biomarkers	
PCPG	cis	1	rs7267979	chr20:25298087	ENTPD6	chr20:25176339-25207360:+	-0.33	-4.19	4.63E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs7267979	chr20:25298087	FAM182A	chr20:26035250-26067552:+	-0.48	-5.86	2.76E-8	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs7268053	chr20:25328286	FAM182A	chr20:26035250-26067552:+	0.52	6.5	1.05E-9	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs72768397	chr1:247219411	ZNF670	chr1:247200087-247242069:-	-0.44	-5.57	1.08E-7	Response to taxane treatment (docetaxel)	
PCPG	cis	1	rs72782294	chr2:28953390	TRMT61B	chr2:29072690-29093175:-	0.5	4.84	3.17E-6	Body mass index	
PCPG	cis	1	rs72819593	chr17:2199489	SRR	chr17:2207248-2228553:+	-0.59	-6.42	1.59E-9	Esophageal cancer (squamous cell)	
PCPG	cis	1	rs72830699	chr6:20704424	CDKAL1	chr6:20534688-21232632:+	-0.44	-4.47	1.53E-5	Type 2 diabetes	
PCPG	cis	1	rs72843784	chr6:26498758	BTN3A2	chr6:26365398-26378546:+	-0.84	-5.14	8.41E-7	Schizophrenia	
PCPG	cis	1	rs7285549	chr22:25874580	CRYBB2	chr22:25615612-25627836:+	0.73	6.34	2.4E-9	Bipolar disorder with mood-incongruent psychosis	
PCPG	cis	1	rs728615	chr10:81848089	MBL1P	chr10:81664654-81710783:+	0.62	4.45	1.61E-5	Chronic obstructive pulmonary disease-related biomarkers	
PCPG	cis	1	rs728616	chr10:81847914	MBL1P	chr10:81664654-81710783:+	0.66	4.7	5.69E-6	Chronic obstructive pulmonary disease-related biomarkers	
PCPG	cis	1	rs728616	chr10:81847914	PLAC9	chr10:81892258-81904784:+	-0.26	-4.03	8.82E-5	Chronic obstructive pulmonary disease-related biomarkers	
PCPG	cis	1	rs7290298	chr22:40453964	XPNPEP3	chr22:41253094-41363888:+	0.54	5.04	1.3E-6	Prostate cancer (gene x gene interaction);Prostate cancer	
PCPG	cis	1	rs7291691	chr22:40454069	XPNPEP3	chr22:41253094-41363888:+	0.54	5.04	1.3E-6	Prostate cancer (gene x gene interaction);Prostate cancer	
PCPG	cis	1	rs72934944	chr2:202190610	PPIL3	chr2:201735680-201753999:-	-0.66	-5.3	3.91E-7	Rheumatoid arthritis	
PCPG	cis	1	rs72934960	chr2:202204749	PPIL3	chr2:201735680-201753999:-	-0.74	-5.22	5.72E-7	Rheumatoid arthritis	
PCPG	cis	1	rs72934973	chr2:202213934	PPIL3	chr2:201735680-201753999:-	-0.66	-4.83	3.27E-6	Rheumatoid arthritis	
PCPG	cis	1	rs72934999	chr2:202223524	PPIL3	chr2:201735680-201753999:-	-0.66	-4.83	3.27E-6	Rheumatoid arthritis	
PCPG	cis	1	rs72937106	chr2:202225520	PPIL3	chr2:201735680-201753999:-	-0.61	-4.4	2.05E-5	Rheumatoid arthritis	
PCPG	cis	1	rs72937118	chr2:202229527	PPIL3	chr2:201735680-201753999:-	-0.62	-4.37	2.25E-5	Rheumatoid arthritis	
PCPG	cis	1	rs72937120	chr2:202232611	PPIL3	chr2:201735680-201753999:-	-0.6	-4.22	4.21E-5	Rheumatoid arthritis	
PCPG	cis	1	rs73004382	chr2:242382192	ANO7	chr2:242127924-242164791:+	0.39	4.04	8.43E-5	Prostate cancer	
PCPG	cis	1	rs73069392	chr3:41787009	ULK4	chr3:41288091-42003660:-	0.67	8.61	8.08E-15	Diastolic blood pressure	
PCPG	cis	1	rs73069394	chr3:41787233	ULK4	chr3:41288091-42003660:-	0.72	10.27	3.58E-19	Diastolic blood pressure	
PCPG	cis	1	rs73069396	chr3:41787236	ULK4	chr3:41288091-42003660:-	0.72	10.27	3.58E-19	Diastolic blood pressure	
PCPG	cis	1	rs73071329	chr3:41810539	ULK4	chr3:41288091-42003660:-	0.71	10.62	4.15E-20	Diastolic blood pressure	
PCPG	cis	1	rs73074358	chr3:48427247	TREX1	chr3:48501186-48509043:+	-0.28	-4.12	6.11E-5	Longevity	
PCPG	cis	1	rs73077367	chr3:41851959	ULK4	chr3:41288091-42003660:-	0.74	10.66	3.17E-20	Diastolic blood pressure	
PCPG	cis	1	rs73079316	chr3:41863859	ULK4	chr3:41288091-42003660:-	0.7	8.03	2.35E-13	Diastolic blood pressure	
PCPG	cis	1	rs73079321	chr3:41863910	ULK4	chr3:41288091-42003660:-	0.81	11.25	8.48E-22	Diastolic blood pressure	
PCPG	cis	1	rs73081353	chr3:41906448	ULK4	chr3:41288091-42003660:-	0.7	8.34	3.9E-14	Diastolic blood pressure	
PCPG	cis	1	rs73081364	chr3:41913616	ULK4	chr3:41288091-42003660:-	0.7	8.34	3.9E-14	Diastolic blood pressure	
PCPG	cis	1	rs7309927	chr12:1000185	RAD52	chr12:1021255-1099219:-	-0.45	-4.92	2.17E-6	Colorectal cancer	
PCPG	cis	1	rs7314056	chr12:122342964	PSMD9	chr12:122326646-122355770:+	-0.46	-4.48	1.47E-5	Urinary metabolites	
PCPG	cis	1	rs7320397	chr13:26730629	CDK8	chr13:26828756-26978569:+	0.28	4.15	5.46E-5	Response to Homoharringtonine (cytotoxicity)	
PCPG	cis	1	rs7324154	chr13:47891364	SUCLA2	chr13:48516792-48612125:-	0.52	4.28	3.23E-5	Cannabis use (initiation)	
PCPG	cis	1	rs73242910	chr6:170114670	WDR27	chr6:169857307-170102159:-	-0.5	-5.36	2.96E-7	Thiazide-induced adverse metabolic effects in hypertensive patients	
PCPG	cis	1	rs73242927	chr6:170129573	WDR27	chr6:169857307-170102159:-	-0.44	-4.3	3.0E-5	Thiazide-induced adverse metabolic effects in hypertensive patients	
PCPG	cis	1	rs7332725	chr13:26732262	CDK8	chr13:26828756-26978569:+	0.3	4.5	1.33E-5	Response to Homoharringtonine (cytotoxicity)	
PCPG	cis	1	rs73348070	chr5:127893533	FBN2	chr5:127593602-127873916:-	0.47	4.97	1.79E-6	Multiple system atrophy	
PCPG	cis	1	rs7343481	chr20:25300113	ENTPD6	chr20:25176339-25207360:+	0.34	4.28	3.29E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs7343481	chr20:25300113	FAM182A	chr20:26035250-26067552:+	0.48	5.97	1.6E-8	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs73509996	chr19:17393449	MRPL34	chr19:17416477-17417652:+	-0.44	-4.65	7.11E-6	Breast cancer (estrogen-receptor negative);Breast Cancer in BRCA1 mutation carriers;Epithelial ovarian cancer;Ovarian cancer;Breast cancer	
PCPG	cis	1	rs735531	chr20:33947730	CPNE1	chr20:34213968-34262539:-	0.3	4.14	5.59E-5	Height	
PCPG	cis	1	rs735531	chr20:33947730	UQCC	chr20:33890383-33999833:-	0.44	5.71	5.65E-8	Height	
PCPG	cis	1	rs7356093	chr3:134238753	ANAPC13	chr3:134196547-134204865:-	0.37	5.14	8.41E-7	Height	
PCPG	cis	1	rs7371896	chr3:134249769	ANAPC13	chr3:134196547-134204865:-	0.36	5.01	1.46E-6	Height	
PCPG	cis	1	rs7372217	chr3:41990122	ULK4	chr3:41288091-42003660:-	-0.78	-11.43	2.66E-22	Diastolic blood pressure	
PCPG	cis	1	rs7374158	chr3:134270156	ANAPC13	chr3:134196547-134204865:-	0.35	4.92	2.17E-6	Height	
PCPG	cis	1	rs7374325	chr3:134275601	ANAPC13	chr3:134196547-134204865:-	0.37	5	1.56E-6	Height	
PCPG	cis	1	rs739954	chr5:139701920	SLC35A4	chr5:139944420-139948683:+	0.3	4.31	2.89E-5	Alzheimer's disease in APOE e4- carriers	
PCPG	cis	1	rs74003347	chr15:24058419	WHAMML1	chr15:23187731-23208357:-	0.7	4.1	6.65E-5	Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms)	
PCPG	cis	1	rs74003350	chr15:24058541	WHAMML1	chr15:23187731-23208357:-	0.7	4.1	6.65E-5	Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms)	
PCPG	cis	1	rs74003352	chr15:24058840	WHAMML1	chr15:23187731-23208357:-	0.7	4.1	6.65E-5	Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms)	
PCPG	cis	1	rs74003353	chr15:24059444	WHAMML1	chr15:23187731-23208357:-	0.7	4.1	6.65E-5	Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms)	
PCPG	cis	1	rs7406003	chr17:79597597	TSPAN10	chr17:79609349-79615778:+	0.61	8.04	2.22E-13	Eye color traits	
PCPG	cis	1	rs7425670	chr2:88522028	THNSL2	chr2:88469835-88486145:+	-0.69	-4.31	2.92E-5	Plasma clusterin levels	
PCPG	cis	1	rs7426847	chr3:134267519	ANAPC13	chr3:134196547-134204865:-	-0.36	-4.86	2.9E-6	Height	
PCPG	cis	1	rs7427165	chr3:121364624	IQCB1	chr3:121488610-121553926:-	0.47	5.65	7.5E-8	Cognitive performance	
PCPG	cis	1	rs7427492	chr3:134261654	ANAPC13	chr3:134196547-134204865:-	0.37	5	1.56E-6	Height	
PCPG	cis	1	rs7428326	chr3:134251184	ANAPC13	chr3:134196547-134204865:-	0.36	5.01	1.46E-6	Height	
PCPG	cis	1	rs7429866	chr3:134236306	ANAPC13	chr3:134196547-134204865:-	-0.35	-4.61	8.34E-6	Height	
PCPG	cis	1	rs7432268	chr3:134242051	ANAPC13	chr3:134196547-134204865:-	0.37	5.14	8.41E-7	Height	
PCPG	cis	1	rs7433663	chr3:134235790	ANAPC13	chr3:134196547-134204865:-	0.34	4.69	6.07E-6	Height	
PCPG	cis	1	rs7433991	chr3:134312292	ANAPC13	chr3:134196547-134204865:-	0.35	4.81	3.5E-6	Height	
PCPG	cis	1	rs74372131	chr10:81787214	LOC219347	chr10:81805991-81838949:-	1.05	8.07	1.84E-13	Chronic obstructive pulmonary disease-related biomarkers	
PCPG	cis	1	rs7475154	chr10:131440584	MGMT	chr10:131265454-131565783:+	-0.37	-4.74	4.87E-6	Response to temozolomide	
PCPG	cis	1	rs74771370	chr15:24056589	WHAMML1	chr15:23187731-23208357:-	0.7	4.1	6.65E-5	Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms)	
PCPG	cis	1	rs74823197	chr7:108709903	PNPLA8	chr7:108112071-108168605:-	-0.61	-4.05	8.12E-5	Smoking behavior	
PCPG	cis	1	rs74900588	chr6:170102180	WDR27	chr6:169857307-170102159:-	-0.51	-5.43	2.12E-7	Thiazide-induced adverse metabolic effects in hypertensive patients	
PCPG	cis	1	rs7496335	chr15:65758868	DPP8	chr15:65737999-65810035:-	-0.17	-4.13	5.83E-5	Mean corpuscular hemoglobin	
PCPG	cis	1	rs7503679	chr17:79583843	TSPAN10	chr17:79609349-79615778:+	0.62	8.28	5.46E-14	Eye color traits	
PCPG	cis	1	rs7511962	chr1:247212122	ZNF670	chr1:247200087-247242069:-	-0.47	-5.93	1.96E-8	Response to taxane treatment (docetaxel)	
PCPG	cis	1	rs7512150	chr1:247212326	ZNF670	chr1:247200087-247242069:-	-0.47	-6.01	1.28E-8	Response to taxane treatment (docetaxel)	
PCPG	cis	1	rs7515491	chr1:46355079	CCDC163P	chr1:45960581-45965646:-	-0.36	-5.49	1.66E-7	Body mass index	
PCPG	cis	1	rs75159543	chr15:40665228	C15orf23	chr15:40674922-40686488:+	1.08	10.55	6.29E-20	Heschl's gyrus morphology	
PCPG	cis	1	rs75181745	chr2:88520408	THNSL2	chr2:88469835-88486145:+	-0.75	-4.65	7.06E-6	Plasma clusterin levels	
PCPG	cis	1	rs7519795	chr1:247212126	ZNF670	chr1:247200087-247242069:-	-0.47	-5.93	1.96E-8	Response to taxane treatment (docetaxel)	
PCPG	cis	1	rs7522601	chr1:46419021	CCDC163P	chr1:45960581-45965646:-	-0.4	-5.7	5.81E-8	Body mass index	
PCPG	cis	1	rs7522705	chr1:45992300	CCDC163P	chr1:45960581-45965646:-	0.51	6.71	3.53E-10	Homocysteine levels	
PCPG	cis	1	rs7524495	chr1:46266932	CCDC163P	chr1:45960581-45965646:-	-0.38	-5.45	1.92E-7	Body mass index	
PCPG	cis	1	rs75278386	chr15:40678312	C15orf23	chr15:40674922-40686488:+	1.08	10.57	5.79E-20	Heschl's gyrus morphology	
PCPG	cis	1	rs75309929	chr2:88524377	THNSL2	chr2:88469835-88486145:+	-0.72	-4.34	2.6E-5	Plasma clusterin levels	
PCPG	cis	1	rs7534467	chr1:45988691	CCDC163P	chr1:45960581-45965646:-	-0.6	-9.63	1.84E-17	Homocysteine levels	
PCPG	cis	1	rs7536557	chr1:45992114	CCDC163P	chr1:45960581-45965646:-	-0.56	-8.66	5.83E-15	Homocysteine levels	
PCPG	cis	1	rs7539932	chr1:46292354	CCDC163P	chr1:45960581-45965646:-	-0.38	-5.49	1.61E-7	Body mass index	
PCPG	cis	1	rs7540325	chr1:46338217	CCDC163P	chr1:45960581-45965646:-	-0.38	-5.45	1.97E-7	Body mass index	
PCPG	cis	1	rs7546342	chr1:247213292	ZNF670	chr1:247200087-247242069:-	-0.47	-6.01	1.28E-8	Response to taxane treatment (docetaxel)	
PCPG	cis	1	rs7549410	chr1:247214167	ZNF670	chr1:247200087-247242069:-	-0.45	-5.92	2.05E-8	Response to taxane treatment (docetaxel)	
PCPG	cis	1	rs7550746	chr1:46351719	CCDC163P	chr1:45960581-45965646:-	-0.38	-5.52	1.4E-7	Body mass index	
PCPG	cis	1	rs7556436	chr1:46363880	CCDC163P	chr1:45960581-45965646:-	0.38	5.41	2.37E-7	Body mass index	
PCPG	cis	1	rs7556615	chr1:46461369	CCDC163P	chr1:45960581-45965646:-	-0.39	-5.82	3.28E-8	Body mass index	
PCPG	cis	1	rs7558944	chr2:73810909	ALMS1P	chr2:73872046-73912692:+	0.61	5.93	1.93E-8	Metabolite levels	
PCPG	cis	1	rs7560328	chr2:202164837	ALS2CR12	chr2:202153148-202222101:-	-0.41	-4.87	2.8E-6	Melanoma;Esophageal squamous cell carcinoma	
PCPG	cis	1	rs7562170	chr2:28943516	TRMT61B	chr2:29072690-29093175:-	0.51	5	1.57E-6	Body mass index	
